source_id,source_name,date,date_basis,date_raw,item_id,title,agency_or_actor,relevance,source_url,evidence_note,fetched_at
S-013,立法院會議資訊與議事日程原始檔,2026-08-10,official_meeting_date,115/08/10 07:30-18:00,2026080660:2026-08-10,考察國軍退除役官兵輔導委員會所屬臺中榮民總醫院嘉義分院醫療與長照醫養服務,外交及國防委員會,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/sittings/2026080660/details?meetingDate=115/08/10,ID42 會議中繼資料。,2026-08-14T01:42:42+08:00
S-013,立法院會議資訊與議事日程原始檔,2026-08-10,official_meeting_date,115/08/10 09:00-17:30,2026080764:2026-08-10,立法院第11屆第5會期經濟委員會第25次全體委員會議,經濟委員會,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/sittings/2026080764/details?meetingDate=115/08/10,邀請經濟部部長率台灣糖業股份有限公司董事長、法務部首長、衛生福利部首長及審計部首長就「台灣糖業股份有限公司經營治理及風險控管之檢討—中聯油脂事件、台糖售地案等重大債權追償暨審計部114年度決算審核意見改善情形」進行報告，並備質詢。,2026-08-14T01:42:42+08:00
S-013,立法院會議資訊與議事日程原始檔,2026-08-10,official_meeting_date,115/08/10 09:00-17:30,2026080766:2026-08-10,考察「國立原住民族博物館籌備進度及高雄地區原住民族文化」,內政委員會,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/sittings/2026080766/details?meetingDate=115/08/10,考察「國立原住民族博物館籌備進度及高雄地區原住民族文化」,2026-08-14T01:42:42+08:00
S-013,立法院會議資訊與議事日程原始檔,2026-08-10,official_meeting_date,115/08/10 08:30-17:30,2026081075:2026-08-10,社會福利及衛生環境委員會考察,社會福利及衛生環境委員會,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/sittings/2026081075/details?meetingDate=115/08/10,考察「宜蘭健康台灣社區發展模式之推動成果及未來方向」。,2026-08-14T01:42:42+08:00
S-013,立法院會議資訊與議事日程原始檔,2026-08-11,official_meeting_date,115/08/11 09:00-18:00,2026080662:2026-08-11,第11屆第5會期第2次全院委員會,全院委員會,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/sittings/2026080662/details?meetingDate=115/08/11,總統咨，為監察院第六屆監察委員任期於115年7月31日屆滿。茲依據憲法增修條文第7條第2項、監察院組織法第3條之1及監察院國家人權委員會組織法第3條規定，提名陳永興、王榮璋、高天惠Eleng Tjaljimaraw、張菊芳、張烽益、林惠芳、孫一信、李麗芬、陳景峻、彭紹瑾、廖婉汝、葉宜津、林麗瑩、侯廷昌、李光章、林文程、賴鼎銘、邱駿彥、徐光蓉、邱泰源、賴振昌、莊勝榮、吳梓生、王志誠、Iban Nokan、謝政達、林佳範、許有為、趙卿惠29位為監察院第七屆監察委員，並以陳永興為院長兼任監察院國家人權委員會主任委員、王榮璋為副院長；王榮璋、高天惠Eleng Tjaljimaraw、張菊芳、張烽益、林惠芳、孫一信、李麗芬7位適用監察院組織法第3條之1第1項第7款資格，咨請同意案（本案經本院第11屆第5會期第15次會議決定，有關總統提名廖婉汝、謝政達為第七屆監察委員部分，毋庸處理，其餘交全院委員會審查）。,2026-08-14T01:42:42+08:00
S-013,立法院會議資訊與議事日程原始檔,2026-08-11,official_meeting_date,115/08/11 14:00,2026081076:2026-08-11,立法院黨團協商,朝野黨團協商,POLICY_UPSTREAM_GENERIC,https://ppg.ly.gov.tw/ppg/sittings/2026081076/details?meetingDate=115/08/11,繼續研商「中華民國115年度中央政府總預算案」（公務預算部分）,2026-08-14T01:42:42+08:00
S-013,立法院會議資訊與議事日程原始檔,2026-08-11,official_meeting_date,115/08/11 14:00-17:00,no-meeting-no:2026-08-11:厚生會落實新冠基層攔截與常規防疫制度公聽會,厚生會落實新冠基層攔截與常規防疫制度公聽會,陳標本,NOT_POLICE_SPECIFIC,https://data.ly.gov.tw/getds.action?id=42,ID42 會議中繼資料。,2026-08-14T01:42:42+08:00
S-013,立法院會議資訊與議事日程原始檔,2026-08-11,official_meeting_date,115/08/11 09:00-12:00,no-meeting-no:2026-08-11:台灣無人機發展協會公聽會,台灣無人機發展協會公聽會,黃小姐,POTENTIAL_POLICE_TECH_METADATA_ONLY,https://data.ly.gov.tw/getds.action?id=42,ID42 會議中繼資料。,2026-08-14T01:42:42+08:00
S-013,立法院會議資訊與議事日程原始檔,2026-08-12,official_meeting_date,115/08/12 09:00-12:00,2026080547:2026-08-12,立法院第11屆第5會期財政委員會第4次公聽會,財政委員會,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/sittings/2026080547/details?meetingDate=115/08/12,召開「財政部所屬泛公股金融機構，面對當前激烈競爭環境，如何擬訂泛公股合併之短中程策略與實施計畫」公聽會,2026-08-14T01:42:42+08:00
S-013,立法院會議資訊與議事日程原始檔,2026-08-12,official_meeting_date,115/08/12 09:00-13:00,2026080659:2026-08-12,立法院第11屆第5會期社會福利及衛生環境委員會公聽會,社會福利及衛生環境委員會,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/sittings/2026080659/details?meetingDate=115/08/12,舉行「《氣候變遷因應法》碳費徵收、減量誘因及溫室氣體管理基金運用制度」公聽會,2026-08-14T01:42:42+08:00
S-013,立法院會議資訊與議事日程原始檔,2026-08-12,official_meeting_date,115/08/12 09:00-17:30,2026080763:2026-08-12,考察臺東地區交通建設,交通委員會,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/sittings/2026080763/details?meetingDate=115/08/12,考察臺東地區交通建設,2026-08-14T01:42:42+08:00
S-013,立法院會議資訊與議事日程原始檔,2026-08-12,official_meeting_date,115/08/12 09:00-17:30,2026080765:2026-08-12,考察南投及彰化地區農經建設概況,經濟委員會,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/sittings/2026080765/details?meetingDate=115/08/12,ID42 會議中繼資料。,2026-08-14T01:42:42+08:00
S-013,立法院會議資訊與議事日程原始檔,2026-08-12,official_meeting_date,115/08/12 09:00-17:30,2026080768:2026-08-12,立法院第11屆第5會期內政委員會第23次全體委員會議,內政委員會,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/sittings/2026080768/details?meetingDate=115/08/12,一、邀請內政部部長、國土管理署署長、財政部、金融監督管理委員會、中央銀行就「高房價環境下青年安心成家購屋優惠貸款3.0政策檢討：青年購屋門檻、首購資格認定、年齡限制、申貸年齡與核貸年限總合限制及政策上路對於落實居住正義、健全房市政策與配套措施」進行專題報告並備質詢。二、邀請內政部部長、國土管理署署長就「落實居住正義之困境與對策：十三萬戶社宅興辦檢討、都更社宅容獎制度失靈，暨行政院租賃市場修法三大方向(保障租期、限制漲幅、強化權益)之執行進度」進行專題報告並備質詢。,2026-08-14T01:42:42+08:00
S-013,立法院會議資訊與議事日程原始檔,2026-08-13,official_meeting_date,115/08/13 09:00-18:00,2026080662:2026-08-13,第11屆第5會期第2次全院委員會,全院委員會,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/sittings/2026080662/details?meetingDate=115/08/13,總統咨，為監察院第六屆監察委員任期於115年7月31日屆滿。茲依據憲法增修條文第7條第2項、監察院組織法第3條之1及監察院國家人權委員會組織法第3條規定，提名陳永興、王榮璋、高天惠Eleng Tjaljimaraw、張菊芳、張烽益、林惠芳、孫一信、李麗芬、陳景峻、彭紹瑾、廖婉汝、葉宜津、林麗瑩、侯廷昌、李光章、林文程、賴鼎銘、邱駿彥、徐光蓉、邱泰源、賴振昌、莊勝榮、吳梓生、王志誠、Iban Nokan、謝政達、林佳範、許有為、趙卿惠29位為監察院第七屆監察委員，並以陳永興為院長兼任監察院國家人權委員會主任委員、王榮璋為副院長；王榮璋、高天惠Eleng Tjaljimaraw、張菊芳、張烽益、林惠芳、孫一信、李麗芬7位適用監察院組織法第3條之1第1項第7款資格，咨請同意案（本案經本院第11屆第5會期第15次會議決定，有關總統提名廖婉汝、謝政達為第七屆監察委員部分，毋庸處理，其餘交全院委員會審查）。,2026-08-14T01:42:42+08:00
S-013,立法院會議資訊與議事日程原始檔,2026-08-13,official_meeting_date,115/08/13 11:00-12:00,2026080771:2026-08-13,立法院朝野黨團協商,朝野黨團協商(經濟委員會),NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/sittings/2026080771/details?meetingDate=115/08/13,本院經濟、財政兩委員會報告併案審查委員邱志偉等17人、委員楊瓊瓔等25人分別擬具「產業創新條例第十條、第二十三條之一及第二十三條之二條文修正草案」、委員鍾佳濱等20人擬具「產業創新條例第三十九條、第四十六條及第四十六條之一條文修正草案」、委員賴瑞隆等21人、委員陳亭妃等19人、委員蔡易餘等17人分別擬具「產業創新條例部分條文修正草案」、委員邱鎮軍等17人、委員林倩綺等20人分別擬具「產業創新條例第十條之一及第七十二條條文修正草案」、委員王鴻薇等23人擬具「產業創新條例第十條之一條文修正草案」、委員廖偉翔等19人擬具「產業創新條例第十條之一及第二十三條之一條文修正草案」、委員丁學忠等16人擬具「產業創新條例第六十七條之一及第七十條條文修正草案」、委員邱志偉等18人擬具「產業創新條例第二條及第二十三條之三條文修正草案」、委員邱志偉等19人擬具「產業創新條例第十九條之一條文修正草案」及委員林思銘等18人擬具「產業創新條例第十條條文修正草案」案。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-10,parent_meeting_date,2026-08-10,2026080443:PPGB60500_2100_20988_1150811_0001.docx,06考察紀要0810,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080443/PPGB60500_2100_20988_1150811_0001.docx,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-10,parent_meeting_date,2026-08-10,2026080444:PPGB60500_2400_20838_1150807_0002.pdf,法務部1150810交通委員會公聽會書面報告,立法院,INDIRECT_TRAFFIC_POLICY,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080444/PPGB60500_2400_20838_1150807_0002.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-10,parent_meeting_date,2026-08-10,2026080444:PPGB60500_2400_20991_1150807_0001.pdf,1150810交通部報告,立法院,INDIRECT_TRAFFIC_POLICY,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080444/PPGB60500_2400_20991_1150807_0001.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-10,parent_meeting_date,2026-08-10,2026080444:PPGB60500_2400_20991_1150807_0003.pdf,1150810「網際網路媒合客運服務管理條例」公聽會-主計總處書面報告,立法院,INDIRECT_TRAFFIC_POLICY,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080444/PPGB60500_2400_20991_1150807_0003.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-10,parent_meeting_date,2026-08-10,2026080444:PPGB60500_2400_21091_1150810_0004.pdf,數位發展部書面資料-「網際網路媒合客運服務管理條例草案」V6,立法院,INDIRECT_TRAFFIC_POLICY,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080444/PPGB60500_2400_21091_1150810_0004.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-10,parent_meeting_date,2026-08-10,2026080658:PPGB60500_2300_20726_1150806_0001.pdf,考察函,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080658/PPGB60500_2300_20726_1150806_0001.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-10,parent_meeting_date,2026-08-10,2026080658:PPGB60500_2300_20726_1150806_0002.pdf,考察行程表,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080658/PPGB60500_2300_20726_1150806_0002.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-10,parent_meeting_date,2026-08-10,2026080658:PPGB60500_2300_20810_1150811_0003.docx,考察雲林地區學校教育設施 照片,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080658/PPGB60500_2300_20810_1150811_0003.docx,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-10,parent_meeting_date,2026-08-10,2026080658:PPGB60500_2300_20810_1150812_0004.pdf,雲林縣中正國小115年度中庭舖面改善計畫,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080658/PPGB60500_2300_20810_1150812_0004.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-10,parent_meeting_date,2026-08-10,2026080658:PPGB60500_2300_20810_1150812_0005.pdf,雲林縣中正國小115年度改善教學環境計畫 (2),立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080658/PPGB60500_2300_20810_1150812_0005.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-10,parent_meeting_date,2026-08-10,2026080658:PPGB60500_2300_20810_1150812_0006.docx,115年雲林縣廣興國小充實設施設備計畫 (1),立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080658/PPGB60500_2300_20810_1150812_0006.docx,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-10,parent_meeting_date,2026-08-10,2026080658:PPGB60500_2300_20810_1150812_0007.pdf,崙背陽明國小教師辦公室整修工程預算書 (2),立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080658/PPGB60500_2300_20810_1150812_0007.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-10,parent_meeting_date,2026-08-10,2026080658:PPGB60500_2300_20810_1150812_0008.pptx,【簡報】11507 北辰國小簡報,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080658/PPGB60500_2300_20810_1150812_0008.pptx,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-10,parent_meeting_date,2026-08-10,2026080660:PPGB60500_4100_20863_1150811_0001.docx,1150810 考察國軍退除役官兵輔導委員會所屬臺中榮民總醫院嘉義分院醫療與長照醫養服務,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080660/PPGB60500_4100_20863_1150811_0001.docx,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-10,parent_meeting_date,2026-08-10,2026080764:15201000090080260002.pdf,1150810經濟-台灣糖業股份有限公司經營治理檢討書面報告(衛福部),立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080764/15201000090080260002.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-10,parent_meeting_date,2026-08-10,2026080764:3121200500089066002.pdf,1150810經濟部專案報告,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080764/3121200500089066002.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-10,parent_meeting_date,2026-08-10,2026080764:PPGB60500_4200_21077_1150807_0001.pdf,1) 11-5-25開會通知單(一天一次會)-函,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080764/PPGB60500_4200_21077_1150807_0001.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-10,parent_meeting_date,2026-08-10,2026080764:PPGB60500_4200_21077_1150810_0003.pdf,審計部,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080764/PPGB60500_4200_21077_1150810_0003.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-10,parent_meeting_date,2026-08-10,2026080766:PPGB60500_4000_21070_1150811_0001.docx,1150810考察紀要,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080766/PPGB60500_4000_21070_1150811_0001.docx,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-10,parent_meeting_date,2026-08-10,2026081075:PPGB60500_4500_20927_1150811_0001.docx,1150810考察紀要,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026081075/PPGB60500_4500_20927_1150811_0001.docx,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-11,parent_meeting_date,2026-08-11｜2026-08-13,2026080662:PPGB60500_0703_21041_1150806_0001.pdf,11-5-2全院開會通知單,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080662/PPGB60500_0703_21041_1150806_0001.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-12,parent_meeting_date,2026-08-12,2026080547:10812620519001001002.pdf,1150812財政部公聽會報告,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080547/10812620519001001002.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-12,parent_meeting_date,2026-08-12,2026080547:38802102110010603002.pdf,金管會公聽會報告,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080547/38802102110010603002.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-12,parent_meeting_date,2026-08-12,2026080547:60215082210021013003.pdf,1150812 公平會書面意見,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080547/60215082210021013003.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-12,parent_meeting_date,2026-08-12,2026080659:00106288421201070002.pdf,1150812《氣候變遷因應法》公聽會書面資料-文化部,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080659/00106288421201070002.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-12,parent_meeting_date,2026-08-12,2026080659:00182010801288260002.pdf,「《氣候變遷因應法》碳費徵收、減量誘因及溫室氣體管理基金運用制度」,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080659/00182010801288260002.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-12,parent_meeting_date,2026-08-12,2026080659:00561622110003880003.pdf,1150812立法院03,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080659/00561622110003880003.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-12,parent_meeting_date,2026-08-12,2026080659:01006600217020782002.pdf,1150812公聽會-溫管基金支應公正轉型(國發會報告),立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080659/01006600217020782002.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-12,parent_meeting_date,2026-08-12,2026080659:01204801210006018002.pdf,1150812環境部書面報告,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080659/01204801210006018002.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-12,parent_meeting_date,2026-08-12,2026080659:08116220100655090003.pdf,農業部書面報告1150812立法院衛環委員會「氣候變遷公聽會」,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080659/08116220100655090003.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-12,parent_meeting_date,2026-08-12,2026080659:10188106080211260004.pdf,1150812「氣候變遷因應法」碳費徵收減量誘因公聽會-經濟部書面報告,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080659/10188106080211260004.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-12,parent_meeting_date,2026-08-12,2026080659:11120092000608674002.pdf,1150812衛環11-5公聽會書面報告(國科會),立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080659/11120092000608674002.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-12,parent_meeting_date,2026-08-12,2026080659:128802160100610003.pdf,勞動部書面報告,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080659/128802160100610003.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-12,parent_meeting_date,2026-08-12,2026080659:21820220801065010004.pdf,1150812交通部報告,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080659/21820220801065010004.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-12,parent_meeting_date,2026-08-12,2026080659:65012091852000310002.pdf,1150812衛環-氣候變遷法相關推動公聽會_書面報告(衛福部),立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080659/65012091852000310002.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-12,parent_meeting_date,2026-08-12,2026080659:PPGB60500_4500_20927_1150813_0013.docx,開通函-函-20260806113713,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080659/PPGB60500_4500_20927_1150813_0013.docx,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-12,parent_meeting_date,2026-08-12,2026080768:00000169662918002002.pdf,1150812中央銀行書面報告,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080768/00000169662918002002.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-12,parent_meeting_date,2026-08-12,2026080768:00065518012020981002.pdf,1150812財政部專題報告,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080768/00065518012020981002.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-12,parent_meeting_date,2026-08-12,2026080768:00121223812020609002.pdf,落實居住正義之困境與對策專案書面報告,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080768/00121223812020609002.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-12,parent_meeting_date,2026-08-12,2026080768:06210215180100704003.pdf,金管會書面報告,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080768/06210215180100704003.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-015,立法院議事暨公報資訊網－會議與機關回覆,2026-08-12,parent_meeting_date,2026-08-12,2026080768:07080006091922116002.pdf,地政司內政部行政院-1150812-內政-政策專題報告,立法院,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/SittingAttachment/download/2026080768/07080006091922116002.pdf,附件本身未提供獨立發布日；日期只代表所屬會議日期。,2026-08-14T01:42:42+08:00
S-016,行政院質詢案件查詢系統,2026-08-10,official_sent_date,115/08/10,11-5-21-20,就問題油品流入校園及校園食品安全管理相關問題,行政院公共工程委員會 、 教育部 、 農業部 、 衛生福利部,NONE,https://query.ey.gov.tw/legisWeb/webQuery.aspx?sys=620&funid=lglistnew&term=11&ses=5&srltype=1&leg=&unit_id=&senddatef=&senddatet=&seqf=20&seqt=20&keyword=&max=300&outmode=0,地方分類 LOCAL_MENTION；完整正文狀態 FULLTEXT。,2026-08-14T01:42:42+08:00
S-017,行政院公報資訊網開放資料,2026-08-10,official_gazette_publish_date,中華民國115年8月10日,167551,農業部花卉創新園區研究發展中心令：訂定「農業部花卉創新園區生活機能服務業駐區審核要點」，自即日生效,農業部花卉創新園區研究發展中心,NOT_POLICE_SPECIFIC,https://gazette.nat.gov.tw/EG_FileManager/eguploadpub/eg032146/ch07/type2/gov88/num23/Eg.htm,行政規則；農業環保篇；意見截止 無。,2026-08-14T01:42:42+08:00
S-017,行政院公報資訊網開放資料,2026-08-10,official_gazette_publish_date,中華民國115年8月10日,167563,內政部國土管理署令：訂定「彰濱產業園區崙尾土方暫置區收費標準」,內政部國土管理署,NOT_POLICE_SPECIFIC,https://gazette.nat.gov.tw/EG_FileManager/eguploadpub/eg032146/ch02/type1/gov10/num1/Eg.htm,法規；內政篇；意見截止 無。,2026-08-14T01:42:42+08:00
